date,datetime,candidate,issue,source,source_label,reaction_type,title,summary,count,confidence,data_type,note
2026-05-08,2026-05-08 10:35,정원오,청년정책,news,뉴스,우호,정원오 청년정책 공개 반응 샘플,"X정치, 원오위키 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",41,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:32,정원오,주거,news,뉴스,중립,정원오 주거 공개 반응 샘플,"36만호, 전월세 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",120,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:31,오세훈,한강,comment,댓글,비판,오세훈 한강 공개 반응 샘플,"한강버스, 한강 프로젝트 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",87,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:26,정원오,재개발,news,뉴스,중립,정원오 재개발 공개 반응 샘플,"착착개발, 공공재개발 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",92,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:19,오세훈,주거,news,뉴스,비판,오세훈 주거 공개 반응 샘플,"31만호, 쾌속 공급 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",94,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:18,오세훈,도시개발,news,뉴스,중립,오세훈 도시개발 공개 반응 샘플,"감사의 정원, 용산국제업무, 207억 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",62,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:17,정원오,도시개발,news,뉴스,중립,정원오 도시개발 공개 반응 샘플,"공간대전환, 5도심 6광역, 광화문 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",67,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:17,오세훈,GTX,news,뉴스,우호,오세훈 GTX 공개 반응 샘플,"GTX-A 패스, 광역교통 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",49,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:15,정원오,지하화,news,뉴스,우호,정원오 지하화 공개 반응 샘플,"경부선 지하화, 대서울 성장축 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",49,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:13,오세훈,재개발,news,뉴스,중립,오세훈 재개발 공개 반응 샘플,"쾌속통합, 신통AI기획 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",96,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-08,2026-05-08 10:01,오세훈,교통,news,뉴스,우호,오세훈 교통 공개 반응 샘플,"교통 대동맥, 20조8000억, GTX-A 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",104,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 14:55,오세훈,주거,news,주거 공약 기사,중립,31만호 착공,"2031년까지 31만호, 쾌속통합, 신통AI기획 보도",3300,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 11:36,정원오,교통,news,교통 공약 기사,중립,동부선·K-패스 통합,"30분 통근도시, 강북권 철도망, K-모두의 기후동행카드 보도",3100,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:54,오세훈,한강,comment,댓글,비판,오세훈 한강 공개 반응 샘플,"한강버스, 한강 프로젝트 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",92,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:48,정원오,지하화,news,뉴스,우호,정원오 지하화 공개 반응 샘플,"경부선 지하화, 대서울 성장축 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",49,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:39,정원오,도시개발,news,뉴스,중립,정원오 도시개발 공개 반응 샘플,"공간대전환, 5도심 6광역, 광화문 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",67,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:27,정원오,GTX,news,뉴스,우호,정원오 GTX 공개 반응 샘플,"GTX-D, 광역철도 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",56,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:27,오세훈,지하화,news,뉴스,우호,오세훈 지하화 공개 반응 샘플,"지하도시고속도로, 강북횡단 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",30,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:21,정원오,주거,news,뉴스,중립,정원오 주거 공개 반응 샘플,"36만호, 전월세 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",120,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:20,정원오,한강,comment,댓글,중립,정원오 한강 공개 반응 샘플,"한강버스 중단, 안전점검 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",44,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:19,오세훈,GTX,news,뉴스,우호,오세훈 GTX 공개 반응 샘플,"GTX-A 패스, 광역교통 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",48,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:15,정원오,재개발,news,뉴스,중립,정원오 재개발 공개 반응 샘플,"착착개발, 공공재개발 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",83,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:11,오세훈,도시개발,news,뉴스,중립,오세훈 도시개발 공개 반응 샘플,"감사의 정원, 용산국제업무, 207억 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",62,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:08,오세훈,재개발,news,뉴스,중립,오세훈 재개발 공개 반응 샘플,"쾌속통합, 신통AI기획 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",341,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:08,오세훈,교통,news,뉴스,우호,오세훈 교통 공개 반응 샘플,"교통 대동맥, GTX-A, 도시철도 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",218,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:06,정원오,청년정책,news,뉴스,우호,정원오 청년정책 공개 반응 샘플,"X정치, 원오위키 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",39,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-07,2026-05-07 10:05,오세훈,청년정책,comment,댓글,우호,오세훈 청년정책 공개 반응 샘플,"청년수당, 청년문화 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",42,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:53,정원오,도시개발,news,뉴스,중립,정원오 도시개발 공개 반응 샘플,"공간대전환, 5도심 6광역, 광화문 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",77,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:53,오세훈,청년정책,comment,댓글,우호,오세훈 청년정책 공개 반응 샘플,"청년수당, 청년문화 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",42,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:51,오세훈,지하화,news,뉴스,우호,오세훈 지하화 공개 반응 샘플,"지하도시고속도로, 강북횡단 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",35,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:49,정원오,청년정책,news,뉴스,우호,정원오 청년정책 공개 반응 샘플,"X정치, 원오위키 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",40,낮음~중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:48,오세훈,주거,news,뉴스,중립,오세훈 주거 공개 반응 샘플,"31만호, 쾌속 공급 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",102,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:46,오세훈,GTX,news,뉴스,우호,오세훈 GTX 공개 반응 샘플,"GTX-A 패스, 광역교통 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",53,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:38,오세훈,한강,comment,댓글,비판,오세훈 한강 공개 반응 샘플,"한강버스, 한강 프로젝트 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",93,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:32,정원오,교통,news,뉴스,우호,정원오 교통 공개 반응 샘플,"30분 통근, 동부선, 강북횡단선 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",94,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:30,정원오,재개발,news,뉴스,중립,정원오 재개발 공개 반응 샘플,"착착개발, 공공재개발 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",94,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:26,정원오,주거,comment,댓글,중립,정원오 주거 공개 반응 샘플,"36만호, 전월세 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",112,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:22,오세훈,교통,news,뉴스,우호,오세훈 교통 공개 반응 샘플,"교통 대동맥, 20조8000억, GTX-A 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",94,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:15,정원오,GTX,news,뉴스,우호,정원오 GTX 공개 반응 샘플,"GTX-D, 광역철도 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",60,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:09,오세훈,재개발,news,뉴스,중립,오세훈 재개발 공개 반응 샘플,"쾌속통합, 신통AI기획 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",88,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:07,정원오,한강,comment,댓글,중립,정원오 한강 공개 반응 샘플,"한강버스 중단, 안전점검 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",46,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:02,오세훈,도시개발,news,뉴스,중립,오세훈 도시개발 공개 반응 샘플,"감사의 정원, 용산국제업무, 207억 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",70,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-05-06,2026-05-06 10:00,정원오,지하화,news,뉴스,우호,정원오 지하화 공개 반응 샘플,"경부선 지하화, 대서울 성장축 키워드를 중심으로 한 공개 온라인 반응 데모용 근거 샘플입니다. 실제 원문 링크는 제공하지 않습니다.",44,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-04-21,2026-04-21 14:41,정원오,청년정책,video_post,인스타그램 영상,우호,짧은 영상 반응 급증,"하루 60만 조회, 좋아요 4천 개 이상 보도",4000,높음,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-04-13,2026-04-13 09:55,정원오,한강,news,라디오 발언 보도,중립,한강버스 중단 발언,한강버스 안전·교통수단 적합성 논쟁 발생,1100,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
2026-03-23,2026-03-23 14:34,정원오,청년정책,community_x,X 활용 기사,우호,X 활용 확산 단서,X 활용 방식과 팬덤·청년층 접점이 보도됨,900,중간,public_online_reaction_demo_seed,이 수치는 실제 지지율·득표율·선거 결과 예측이 아니라 공개 온라인 반응 데모용 수치입니다.
